variant,case_id,failure_type,missing_gold,negative_hits,gold_symptoms,evaluated_k,predicted_top_k,queries_used,span_names,span_statuses,span_types,active_span_count,skipped_span_count
O,syn_0081,negative_hit,,삼키기 곤란,피부홍조,20,삼키기 곤란; 피부홍조; 청색증; 발한; 탈장; 불안; 복부팽만감; 피로감; 흉부압박감; 흉수; 뇌압상승증상; 목소리 변화; 지남력 장애; 흉곽 팽윤; 인지장애; 화농성 객담; 열; 천식; 근긴장의 이상; 재채기,피부홍조 피부홍조,피부홍조,있음,oracle_gold,1,0
O,syn_0089,negative_hit,,복부 통증,목의 통증; 빈맥,20,목의 통증; 빈맥; 박동성 통증; 복부 통증; 빈호흡; 삼키기 곤란; 부정맥; 빈혈; 서맥; 코막힘; 무증상; 경정맥 확장; 흉통; 눈이 무거운 느낌; 피로감; 복부팽만감; 콧물; 근긴장의 이상; 열; 탈장,목의 통증 빈맥 목의 통증 빈맥,목의 통증 빈맥,있음,oracle_gold,1,0
O,syn_0093,negative_hit,,근육통,재채기,20,재채기; 근육통; 기침; 말초부종; 곤봉지; 오한; 흉통; 호흡곤란; 호기의 증가; 체중감소; 검은색 가래; 구토; 피부홍조; 가슴 두근거림; 불안; 두통; 폐부종; 흉곽 팽윤; 발한; 하지부종,재채기 재채기,재채기,있음,oracle_gold,1,0
O,syn_0105,negative_hit,,객혈,흉부압박감,20,흉부압박감; 객혈; 천명음; 가슴 답답; 탈장; 흉통; 압통; 흉곽 팽윤; 복부팽만감; 호흡곤란; 흉수; 코막힘; 복부 통증; 권태감; 호기의 증가; 피부홍조; 뇌압상승증상; 근긴장의 이상; 불안; 화농성 객담,흉부압박감 흉부압박감,흉부압박감,있음,oracle_gold,1,0
O,syn_0117,negative_hit,,사지 부종,방사통; 사래걸림,20,방사통; 사래걸림; 객혈; 발한; 반복되는 폐렴; 열; 피부홍조; 가래; 호흡기감염; 검은색 가래; 불안; 콧물; 기침; 사지 부종; 설사; 탈장; 두통; 호기의 증가; 거품이 섞인 가래; 청색증,방사통 사래걸림 방사통 사래걸림,방사통 사래걸림,있음,oracle_gold,1,0
O,syn_0125,negative_hit,,기침,두통,20,기침; 두통; 근육통; 열; 권태감; 구토; 오한; 불안; 발한; 피부홍조; 피로감; 압통; 흉통; 복부 통증; 천명음; 사망; 코막힘; 호기의 증가; 결막염; 천식,두통 두통,두통,있음,oracle_gold,1,0
O,syn_0133,negative_hit,,검은색 가래,가슴 답답,20,검은색 가래; 가슴 답답; 가슴 두근거림; 함몰가슴; 삼키기 곤란; 청색증; 흉통; 호흡곤란; 기침; 결막염; 가래; 근육통; 화농성 객담; 감기 증상; 빈호흡; 심부전; 말초부종; 천명음; 목소리 변화; 저산소증,가슴 답답 가슴 답답,가슴 답답,있음,oracle_gold,1,0
O,syn_0157,negative_hit,,설사,구토; 흉통,20,흉통; 구토; 설사; 두통; 호흡곤란; 열; 오한; 근육통; 불안; 곤봉지; 탈장; 압통; 흉수; 창백; 무증상; 수유 곤란; 호기의 증가; 천식; 감기 증상; 콧물,구토 흉통 구토 흉통,구토 흉통,있음,oracle_gold,1,0
O,syn_0169,negative_hit,,코막힘,부정맥; 운동 시 호흡곤란,20,코막힘; 운동 시 호흡곤란; 부정맥; 호흡곤란; 빈호흡; 호흡기감염; 경정맥 확장; 삼키기 곤란; 수유 곤란; 기침; 불안; 가래; 빈맥; 발한; 청색증; 권태감; 피부홍조; 함몰가슴; 반복되는 폐렴; 두통,부정맥 운동 시 호흡곤란 부정맥 운동 시 호흡곤란,부정맥 운동 시 호흡곤란,있음,oracle_gold,1,0
O,syn_0173,negative_hit,,두통,피로감,20,피로감; 두통; 구토; 체중감소; 오한; 근육통; 운동 시 호흡곤란; 가래; 권태감; 폐기능저하; 복부팽만감; 의식 저하; 화농성 객담; 창백; 설사; 감기 증상; 박동성 통증; 객혈; 흉부압박감; 거품이 섞인 가래,피로감 피로감,피로감,있음,oracle_gold,1,0
O,syn_0177,negative_hit,,기운없음,사래걸림; 오한,20,사래걸림; 오한; 기운없음; 권태감; 열; 두통; 근육통; 삼키기 곤란; 박동성 통증; 가래; 검은색 가래; 가슴 두근거림; 어지러움; 창백; 질식; 사지 부종; 복부팽만감; 구토; 기침; 눈꼽,사래걸림 오한 사래걸림 오한,사래걸림 오한,있음,oracle_gold,1,0
O,syn_0189,negative_hit,,오한,감기 증상; 복부팽만감,20,복부팽만감; 감기 증상; 복부 통증; 무증상; 다발성 장기부전 증상; 뇌압상승증상; 두통; 근육통; 말초부종; 오한; 피로감; 체중감소; 폐부종; 설사; 권태감; 탈장; 식욕부진; 운동 시 호흡곤란; 반복되는 폐렴; 구토,감기 증상 복부팽만감 감기 증상 복부팽만감,감기 증상 복부팽만감,있음,oracle_gold,1,0
O,syn_0193,negative_hit,,눈꼽,가슴 두근거림,20,가슴 두근거림; 눈꼽; 가슴 답답; 함몰가슴; 삼키기 곤란; 청색증; 가래; 사망; 사래걸림; 기침; 지남력 장애; 검은색 가래; 흉통; 운동 시 호흡곤란; 거품이 섞인 가래; 결막염; 반복되는 폐렴; 심부전; 재채기; 온몸이 떨림,가슴 두근거림 가슴 두근거림,가슴 두근거림,있음,oracle_gold,1,0
O,syn_0201,negative_hit,,가슴 답답,설사,20,가슴 답답; 설사; 구토; 피로감; 콧물; 방사통; 무증상; 감기 증상; 거품이 섞인 가래; 창백; 곤봉지; 근력 약화; 눈이 무거운 느낌; 기침; 체중감소; 코막힘; 사망; 사지 부종; 빈혈; 질식,설사 설사,설사,있음,oracle_gold,1,0
O,syn_0205,negative_hit,,콧물,체중감소,20,체중감소; 콧물; 식욕부진; 빈혈; 마찰음; 구토; 폐기능저하; 기운없음; 천식; 감기 증상; 반복되는 폐렴; 의식 저하; 빈맥; 열; 저산소증; 화농성 객담; 폐부종; 고탄산증; 천명음; 기침,체중감소 체중감소,체중감소,있음,oracle_gold,1,0
O,syn_0209,negative_hit,,감기 증상,온몸이 떨림; 피부홍조,20,온몸이 떨림; 피부홍조; 열; 발한; 근육통; 목소리 변화; 삼키기 곤란; 기운없음; 체중감소; 어지러움; 천식; 두통; 불안; 오한; 구토; 청색증; 식욕부진; 감기 증상; 탈장; 화농성 객담,온몸이 떨림 피부홍조 온몸이 떨림 피부홍조,온몸이 떨림 피부홍조,있음,oracle_gold,1,0
O,syn_0229,negative_hit,,발한,복부 통증; 부정맥,20,복부 통증; 부정맥; 발한; 복부팽만감; 목의 통증; 경정맥 확장; 박동성 통증; 탈장; 삼키기 곤란; 빈맥; 폐동맥 고혈압; 피로감; 서맥; 복벽이 움푹 들어감; 빈혈; 콧물; 열; 반복되는 폐렴; 사지 부종; 흉통,복부 통증 부정맥 복부 통증 부정맥,복부 통증 부정맥,있음,oracle_gold,1,0
O,syn_0233,negative_hit,,운동 시 호흡곤란,삼키기 곤란,20,삼키기 곤란; 수유 곤란; 호흡곤란; 운동 시 호흡곤란; 목의 통증; 청색증; 호흡기감염; 반복되는 폐렴; 체중감소; 불안; 함몰가슴; 가슴 답답; 기침; 사망; 발한; 식욕부진; 피부홍조; 폐부종; 열; 오한,삼키기 곤란 삼키기 곤란,삼키기 곤란,있음,oracle_gold,1,0
O,syn_0237,negative_hit,,호흡곤란,사지 부종; 오한,20,사지 부종; 오한; 하지부종; 말초부종; 호흡곤란; 폐부종; 권태감; 두통; 근육통; 열; 구토; 감기 증상; 압통; 발한; 경정맥 확장; 근력 약화; 뇌압상승증상; 어지러움; 사래걸림; 호기의 증가,사지 부종 오한 사지 부종 오한,사지 부종 오한,있음,oracle_gold,1,0
O,syn_0241,negative_hit,,화농성 객담,눈의 충혈,20,눈의 충혈; 화농성 객담; 구토; 객혈; 눈이 무거운 느낌; 뇌압상승증상; 눈꼽; 급성 신부전; 다발성 장기부전 증상; 가래; 압통; 심부전; 경정맥 확장; 흉수; 기운없음; 사래걸림; 식욕부진; 박동성 통증; 가슴 두근거림; 하지부종,눈의 충혈 눈의 충혈,눈의 충혈,있음,oracle_gold,1,0
O,syn_0257,negative_hit,,목의 통증,거품이 섞인 가래; 근육통,20,거품이 섞인 가래; 가래; 목의 통증; 검은색 가래; 근육통; 객혈; 기침; 화농성 객담; 운동 시 호흡곤란; 감기 증상; 오한; 구토; 두통; 발한; 반복되는 폐렴; 근력 약화; 근긴장의 이상; 폐기능저하; 결막염; 방사통,거품이 섞인 가래 근육통 거품이 섞인 가래 근육통,거품이 섞인 가래 근육통,있음,oracle_gold,1,0
O,syn_0277,negative_hit,,복부 통증,목의 통증; 빈맥,20,목의 통증; 빈맥; 박동성 통증; 복부 통증; 빈호흡; 삼키기 곤란; 부정맥; 빈혈; 서맥; 코막힘; 무증상; 경정맥 확장; 흉통; 눈이 무거운 느낌; 피로감; 복부팽만감; 콧물; 근긴장의 이상; 열; 탈장,목의 통증 빈맥 목의 통증 빈맥,목의 통증 빈맥,있음,oracle_gold,1,0
O,syn_0281,negative_hit,,근육통,재채기,20,재채기; 근육통; 기침; 말초부종; 곤봉지; 오한; 흉통; 호흡곤란; 호기의 증가; 체중감소; 검은색 가래; 구토; 피부홍조; 가슴 두근거림; 불안; 두통; 폐부종; 흉곽 팽윤; 발한; 하지부종,재채기 재채기,재채기,있음,oracle_gold,1,0
O,syn_0293,negative_hit,,객혈,흉부압박감,20,흉부압박감; 객혈; 천명음; 가슴 답답; 탈장; 흉통; 압통; 흉곽 팽윤; 복부팽만감; 호흡곤란; 흉수; 코막힘; 복부 통증; 권태감; 호기의 증가; 피부홍조; 뇌압상승증상; 근긴장의 이상; 불안; 화농성 객담,흉부압박감 흉부압박감,흉부압박감,있음,oracle_gold,1,0
O,syn_0305,negative_hit,,사지 부종,방사통,20,방사통; 피부홍조; 발한; 두통; 콧물; 열; 반복되는 폐렴; 근육통; 사지 부종; 무증상; 결막염; 감기 증상; 설사; 불안; 오한; 어지러움; 고탄산증; 호흡기감염; 호기의 증가; 압통,방사통 방사통,방사통,있음,oracle_gold,1,0
O,syn_0313,negative_hit,,기침,두통,20,기침; 두통; 근육통; 열; 권태감; 구토; 오한; 불안; 발한; 피부홍조; 피로감; 압통; 흉통; 복부 통증; 천명음; 사망; 코막힘; 호기의 증가; 결막염; 천식,두통 두통,두통,있음,oracle_gold,1,0
O,syn_0321,negative_hit,,검은색 가래,가슴 답답,20,검은색 가래; 가슴 답답; 가슴 두근거림; 함몰가슴; 삼키기 곤란; 청색증; 흉통; 호흡곤란; 기침; 결막염; 가래; 근육통; 화농성 객담; 감기 증상; 빈호흡; 심부전; 말초부종; 천명음; 목소리 변화; 저산소증,가슴 답답 가슴 답답,가슴 답답,있음,oracle_gold,1,0
O,syn_0325,negative_hit,,복부팽만감,권태감,20,복부팽만감; 권태감; 오한; 두통; 기운없음; 하지부종; 사지 부종; 창백; 압통; 사래걸림; 열; 방사통; 눈꼽; 눈의 충혈; 근육통; 질식; 콧물; 화농성 객담; 의식 변화; 흉곽 팽윤,권태감 권태감,권태감,있음,oracle_gold,1,0
O,syn_0329,negative_hit,,빈맥,발한; 설사,20,발한; 설사; 구토; 피로감; 불안; 피부홍조; 천식; 청색증; 화농성 객담; 빈호흡; 기침; 심부전; 흉곽 팽윤; 탈장; 부정맥; 질식; 재채기; 빈맥; 흉수; 검은색 가래,발한 설사 발한 설사,발한 설사,있음,oracle_gold,1,0
O,syn_0345,negative_hit,,설사,구토,20,구토; 설사; 두통; 오한; 하지부종; 인지장애; 창백; 곤봉지; 눈꼽; 흉수; 열; 재채기; 목의 통증; 화농성 객담; 천식; 복벽이 움푹 들어감; 무증상; 어지러움; 경정맥 확장; 방사통,구토 구토,구토,있음,oracle_gold,1,0
O,syn_0357,negative_hit,,코막힘,부정맥; 운동 시 호흡곤란,20,코막힘; 운동 시 호흡곤란; 부정맥; 호흡곤란; 빈호흡; 호흡기감염; 경정맥 확장; 삼키기 곤란; 수유 곤란; 기침; 불안; 가래; 빈맥; 발한; 청색증; 권태감; 피부홍조; 함몰가슴; 반복되는 폐렴; 두통,부정맥 운동 시 호흡곤란 부정맥 운동 시 호흡곤란,부정맥 운동 시 호흡곤란,있음,oracle_gold,1,0
O,syn_0361,negative_hit,,두통,피로감,20,피로감; 두통; 구토; 체중감소; 오한; 근육통; 운동 시 호흡곤란; 가래; 권태감; 폐기능저하; 복부팽만감; 의식 저하; 화농성 객담; 창백; 설사; 감기 증상; 박동성 통증; 객혈; 흉부압박감; 거품이 섞인 가래,피로감 피로감,피로감,있음,oracle_gold,1,0
O,syn_0365,negative_hit,,기운없음,사래걸림,20,사래걸림; 기운없음; 가래; 검은색 가래; 객혈; 거품이 섞인 가래; 사지 부종; 가슴 두근거림; 호흡기감염; 기침; 반복되는 폐렴; 삼키기 곤란; 질식; 호흡곤란; 사망; 창백; 청색증; 운동 시 호흡곤란; 어지러움; 호기의 증가,사래걸림 사래걸림,사래걸림,있음,oracle_gold,1,0
O,syn_0377,negative_hit,,오한,감기 증상; 복부팽만감,20,복부팽만감; 감기 증상; 복부 통증; 무증상; 다발성 장기부전 증상; 뇌압상승증상; 두통; 근육통; 말초부종; 오한; 피로감; 체중감소; 폐부종; 설사; 권태감; 탈장; 식욕부진; 운동 시 호흡곤란; 반복되는 폐렴; 구토,감기 증상 복부팽만감 감기 증상 복부팽만감,감기 증상 복부팽만감,있음,oracle_gold,1,0
O,syn_0381,negative_hit,,눈꼽,가슴 두근거림,20,가슴 두근거림; 눈꼽; 가슴 답답; 함몰가슴; 삼키기 곤란; 청색증; 가래; 사망; 사래걸림; 기침; 지남력 장애; 검은색 가래; 흉통; 운동 시 호흡곤란; 거품이 섞인 가래; 결막염; 반복되는 폐렴; 심부전; 재채기; 온몸이 떨림,가슴 두근거림 가슴 두근거림,가슴 두근거림,있음,oracle_gold,1,0
O,syn_0389,negative_hit,,가슴 답답,설사; 천명음,20,설사; 천명음; 호흡곤란; 구토; 피로감; 가래; 콧물; 저산소증; 목소리 변화; 감기 증상; 가슴 답답; 곤봉지; 결막염; 눈이 무거운 느낌; 발한; 마찰음; 오한; 고탄산증; 체중감소; 천식,설사 천명음 설사 천명음,설사 천명음,있음,oracle_gold,1,0
O,syn_0393,negative_hit,,콧물,체중감소,20,체중감소; 콧물; 식욕부진; 빈혈; 마찰음; 구토; 폐기능저하; 기운없음; 천식; 감기 증상; 반복되는 폐렴; 의식 저하; 빈맥; 열; 저산소증; 화농성 객담; 폐부종; 고탄산증; 천명음; 기침,체중감소 체중감소,체중감소,있음,oracle_gold,1,0
O,syn_0397,negative_hit,,감기 증상,온몸이 떨림; 피부홍조,20,온몸이 떨림; 피부홍조; 열; 발한; 근육통; 목소리 변화; 삼키기 곤란; 기운없음; 체중감소; 어지러움; 천식; 두통; 불안; 오한; 구토; 청색증; 식욕부진; 감기 증상; 탈장; 화농성 객담,온몸이 떨림 피부홍조 온몸이 떨림 피부홍조,온몸이 떨림 피부홍조,있음,oracle_gold,1,0
O,syn_0417,negative_hit,,발한,복부 통증; 부정맥,20,복부 통증; 부정맥; 발한; 복부팽만감; 목의 통증; 경정맥 확장; 박동성 통증; 탈장; 삼키기 곤란; 빈맥; 폐동맥 고혈압; 피로감; 서맥; 복벽이 움푹 들어감; 빈혈; 콧물; 열; 반복되는 폐렴; 사지 부종; 흉통,복부 통증 부정맥 복부 통증 부정맥,복부 통증 부정맥,있음,oracle_gold,1,0
O,syn_0421,negative_hit,,운동 시 호흡곤란,삼키기 곤란,20,삼키기 곤란; 수유 곤란; 호흡곤란; 운동 시 호흡곤란; 목의 통증; 청색증; 호흡기감염; 반복되는 폐렴; 체중감소; 불안; 함몰가슴; 가슴 답답; 기침; 사망; 발한; 식욕부진; 피부홍조; 폐부종; 열; 오한,삼키기 곤란 삼키기 곤란,삼키기 곤란,있음,oracle_gold,1,0
O,syn_0425,negative_hit,,호흡곤란,오한,20,오한; 호흡곤란; 권태감; 근육통; 열; 두통; 구토; 감기 증상; 질식; 사망; 눈꼽; 눈이 무거운 느낌; 창백; 발한; 박동성 통증; 마찰음; 경정맥 확장; 콧물; 눈의 충혈; 방사통,오한 오한,오한,있음,oracle_gold,1,0
O,syn_0429,negative_hit,,화농성 객담,근력 약화; 눈의 충혈,20,근력 약화; 눈의 충혈; 화농성 객담; 구토; 객혈; 뇌압상승증상; 눈이 무거운 느낌; 근긴장의 이상; 다발성 장기부전 증상; 코막힘; 감기 증상; 압통; 피부홍조; 급성 신부전; 심부전; 발한; 지남력 장애; 경정맥 확장; 빈혈; 의식 저하,근력 약화 눈의 충혈 근력 약화 눈의 충혈,근력 약화 눈의 충혈,있음,oracle_gold,1,0
O,syn_0445,negative_hit,,목의 통증,거품이 섞인 가래,20,거품이 섞인 가래; 가래; 검은색 가래; 목의 통증; 객혈; 화농성 객담; 기침; 구토; 운동 시 호흡곤란; 감기 증상; 오한; 반복되는 폐렴; 사래걸림; 가슴 두근거림; 근력 약화; 폐기능저하; 체중감소; 눈꼽; 질식; 근긴장의 이상,거품이 섞인 가래 거품이 섞인 가래,거품이 섞인 가래,있음,oracle_gold,1,0
O,syn_0481,negative_hit,,객혈,흉부압박감,20,흉부압박감; 객혈; 천명음; 가슴 답답; 탈장; 흉통; 압통; 흉곽 팽윤; 복부팽만감; 호흡곤란; 흉수; 코막힘; 복부 통증; 권태감; 호기의 증가; 피부홍조; 뇌압상승증상; 근긴장의 이상; 불안; 화농성 객담,흉부압박감 흉부압박감,흉부압박감,있음,oracle_gold,1,0
O,syn_0485,negative_hit,,눈의 충혈,사지 부종,20,눈의 충혈; 사지 부종; 하지부종; 폐부종; 말초부종; 청색증; 재채기; 오한; 두통; 가래; 기침; 감기 증상; 피부홍조; 호기의 증가; 불안; 검은색 가래; 발한; 근육통; 권태감; 창백,사지 부종 사지 부종,사지 부종,있음,oracle_gold,1,0
O,syn_0493,negative_hit,,사지 부종,방사통,20,방사통; 흉통; 피부홍조; 발한; 두통; 콧물; 열; 반복되는 폐렴; 근육통; 사지 부종; 무증상; 결막염; 감기 증상; 설사; 불안; 오한; 어지러움; 고탄산증; 호흡기감염; 호기의 증가,방사통 방사통,방사통,있음,oracle_gold,1,0
O,syn_0501,negative_hit,,기침,두통,20,기침; 두통; 근육통; 열; 권태감; 구토; 오한; 불안; 발한; 피부홍조; 피로감; 압통; 흉통; 복부 통증; 천명음; 사망; 코막힘; 호기의 증가; 결막염; 천식,두통 두통,두통,있음,oracle_gold,1,0
O,syn_0505,negative_hit,,가슴 두근거림,근육통,20,근육통; 두통; 권태감; 발한; 근력 약화; 근긴장의 이상; 심부전; 말초부종; 압통; 박동성 통증; 반복되는 폐렴; 가슴 두근거림; 오한; 방사통; 다발성 장기부전 증상; 피부홍조; 결막염; 의식 변화; 불안; 코막힘,근육통 근육통,근육통,있음,oracle_gold,1,0
O,syn_0509,negative_hit,,검은색 가래,가슴 답답; 가슴 두근거림,20,검은색 가래; 가슴 답답; 가슴 두근거림; 함몰가슴; 삼키기 곤란; 청색증; 호흡곤란; 흉통; 지남력 장애; 가래; 결막염; 기침; 운동 시 호흡곤란; 반복되는 폐렴; 심부전; 어지러움; 목소리 변화; 거품이 섞인 가래; 마찰음; 화농성 객담,가슴 답답 가슴 두근거림 가슴 답답 가슴 두근거림,가슴 답답 가슴 두근거림,있음,oracle_gold,1,0
O,syn_0513,negative_hit,,복부팽만감,권태감,20,복부팽만감; 권태감; 오한; 두통; 기운없음; 하지부종; 사지 부종; 창백; 압통; 사래걸림; 열; 방사통; 눈꼽; 눈의 충혈; 근육통; 질식; 콧물; 화농성 객담; 의식 변화; 흉곽 팽윤,권태감 권태감,권태감,있음,oracle_gold,1,0
O,syn_0517,negative_hit,,빈맥,발한; 설사,20,설사; 발한; 복부 통증; 구토; 피로감; 불안; 피부홍조; 천식; 청색증; 화농성 객담; 빈호흡; 기침; 심부전; 흉곽 팽윤; 탈장; 부정맥; 질식; 재채기; 빈맥; 흉수,발한 설사 발한 설사,발한 설사,있음,oracle_gold,1,0
O,syn_0533,negative_hit,,설사,구토,20,구토; 설사; 두통; 오한; 하지부종; 인지장애; 창백; 곤봉지; 눈꼽; 흉수; 열; 재채기; 목의 통증; 화농성 객담; 천식; 복벽이 움푹 들어감; 무증상; 어지러움; 경정맥 확장; 방사통,구토 구토,구토,있음,oracle_gold,1,0
O,syn_0545,negative_hit,,코막힘,운동 시 호흡곤란,20,코막힘; 운동 시 호흡곤란; 호흡곤란; 호흡기감염; 빈호흡; 삼키기 곤란; 수유 곤란; 기침; 불안; 가래; 발한; 청색증; 피부홍조; 권태감; 함몰가슴; 식욕부진; 두통; 가슴 답답; 호기의 증가; 반복되는 폐렴,운동 시 호흡곤란 운동 시 호흡곤란,운동 시 호흡곤란,있음,oracle_gold,1,0
O,syn_0549,negative_hit,,두통,삼키기 곤란; 피로감,20,삼키기 곤란; 피로감; 운동 시 호흡곤란; 수유 곤란; 호흡곤란; 두통; 함몰가슴; 권태감; 불안; 체중감소; 오한; 근육통; 호흡기감염; 가래; 발한; 기침; 피부홍조; 구토; 말초부종; 가슴 답답,삼키기 곤란 피로감 삼키기 곤란 피로감,삼키기 곤란 피로감,있음,oracle_gold,1,0
O,syn_0553,negative_hit,,기운없음,사래걸림,20,사래걸림; 기운없음; 가래; 검은색 가래; 객혈; 거품이 섞인 가래; 사지 부종; 가슴 두근거림; 호흡기감염; 기침; 반복되는 폐렴; 삼키기 곤란; 질식; 호흡곤란; 사망; 창백; 청색증; 운동 시 호흡곤란; 어지러움; 호기의 증가,사래걸림 사래걸림,사래걸림,있음,oracle_gold,1,0
O,syn_0565,negative_hit,,오한,감기 증상,20,오한; 감기 증상; 무증상; 다발성 장기부전 증상; 뇌압상승증상; 근육통; 두통; 체중감소; 설사; 말초부종; 권태감; 호흡기감염; 폐부종; 피로감; 식욕부진; 결막염; 구토; 기침; 반복되는 폐렴; 목소리 변화,감기 증상 감기 증상,감기 증상,있음,oracle_gold,1,0
O,syn_0569,negative_hit,,눈꼽,가슴 두근거림; 하지부종,20,하지부종; 가슴 두근거림; 사지 부종; 가슴 답답; 함몰가슴; 말초부종; 폐부종; 호흡곤란; 흉통; 삼키기 곤란; 검은색 가래; 청색증; 사래걸림; 호기의 증가; 호흡기감염; 기침; 가래; 눈꼽; 거품이 섞인 가래; 온몸이 떨림,가슴 두근거림 하지부종 가슴 두근거림 하지부종,가슴 두근거림 하지부종,있음,oracle_gold,1,0
O,syn_0577,negative_hit,,가슴 답답,설사; 천명음,20,가슴 답답; 설사; 천명음; 구토; 피로감; 가래; 콧물; 저산소증; 목소리 변화; 감기 증상; 곤봉지; 결막염; 눈이 무거운 느낌; 발한; 마찰음; 오한; 고탄산증; 체중감소; 천식; 흉곽 팽윤,설사 천명음 설사 천명음,설사 천명음,있음,oracle_gold,1,0
O,syn_0581,negative_hit,,콧물,체중감소,20,체중감소; 콧물; 식욕부진; 빈혈; 마찰음; 구토; 폐기능저하; 기운없음; 천식; 감기 증상; 반복되는 폐렴; 의식 저하; 빈맥; 열; 저산소증; 화농성 객담; 폐부종; 고탄산증; 천명음; 기침,체중감소 체중감소,체중감소,있음,oracle_gold,1,0
O,syn_0585,negative_hit,,감기 증상,온몸이 떨림,20,온몸이 떨림; 근육통; 체중감소; 기운없음; 식욕부진; 감기 증상; 삼키기 곤란; 가래; 목소리 변화; 천식; 기침; 폐기능저하; 지남력 장애; 가슴 답답; 고탄산증; 검은색 가래; 화농성 객담; 어지러움; 빈호흡; 천명음,온몸이 떨림 온몸이 떨림,온몸이 떨림,있음,oracle_gold,1,0
