variant,case_id,failure_type,missing_gold,negative_hits,gold_symptoms,evaluated_k,predicted_top_k,queries_used,span_names,span_statuses,span_types,active_span_count,skipped_span_count
C,eval_053,negative_hit|extraction_gold_mismatch,,가래,기침,20,가래; 기침; 검은색 가래; 거품이 섞인 가래; 운동 시 호흡곤란; 화농성 객담; 구토; 천명음; 객혈; 결막염; 감기 증상; 빈호흡; 빈맥; 가슴 답답; 오한; 식욕부진; 불안; 폐부종; 호흡곤란; 두통,가래는 없는데 마른기침만 자꾸 나오드래요.,,있음,symptom,1,0
C,eval_058,miss_all_gold|negative_hit|extraction_gold_mismatch,피로감,열,피로감,20,열; 권태감; 온몸이 떨림; 기운없음; 운동 시 호흡곤란; 식욕부진; 방사통; 기침; 체중감소; 창백; 근긴장의 이상; 흉곽 팽윤; 흉부압박감; 감기 증상; 다발성 장기부전 증상; 화농성 객담; 사지 부종; 압통; 마찰음; 삼키기 곤란,열은 떨어졌는데 쉬어도 피곤한 건 여전해요.,,있음,symptom,1,0
C,eval_059,miss_all_gold|negative_hit|extraction_gold_mismatch,호흡곤란,가래,호흡곤란,20,가래; 검은색 가래; 거품이 섞인 가래; 화농성 객담; 기침; 체중감소; 운동 시 호흡곤란; 감기 증상; 구토; 마찰음; 가슴 답답; 결막염; 기운없음; 온몸이 떨림; 객혈; 방사통; 어지러움; 천식; 탈장; 눈이 무거운 느낌,가래는 줄었는데 숨쉬기 힘든 건 그대로예요.,,있음,symptom,1,0
C,eval_060,negative_hit|extraction_gold_mismatch,,콧물,가래,20,콧물; 가래; 검은색 가래; 거품이 섞인 가래; 기침; 결막염; 화농성 객담; 코막힘; 운동 시 호흡곤란; 감기 증상; 구토; 체중감소; 객혈; 재채기; 근육통; 열; 오한; 어지러움; 창백; 박동성 통증,콧물은 멎었는데 가래가 상구 끓어요.,,있음,symptom,1,0
C,eval_069,miss_all_gold|extraction_gold_mismatch,피로감,,피로감,20,검은색 가래; 탈장; 운동 시 호흡곤란; 권태감; 기침; 감기 증상; 코막힘; 가래; 온몸이 떨림; 열; 콧물; 사래걸림; 흉부압박감; 창백; 복부팽만감; 피부홍조; 근긴장의 이상; 함몰가슴; 발한; 재채기,쉬어도 피곤하고 자꾸 처져요.,,있음,symptom,1,0
C,eval_071,negative_hit|extraction_gold_mismatch,,어지러움,기운없음,20,기운없음; 어지러움; 호흡곤란; 가래; 빈호흡; 재채기; 권태감; 호기의 증가; 감기 증상; 체중감소; 콧물; 두통; 근육통; 빈맥; 폐기능저하; 불안; 흉통; 목소리 변화; 무증상; 천식,어지럽던 건 나아졌는데 안주 기운이 없어요.,,있음,symptom,1,0
C,eval_075,negative_hit|extraction_gold_mismatch,,열,목의 통증,20,목의 통증; 열; 코막힘; 콧물; 사지 부종; 하지부종; 기운없음; 방사통; 사래걸림; 식욕부진; 어지러움; 온몸이 떨림; 빈호흡; 서맥; 흉수; 호흡곤란; 압통; 근긴장의 이상; 체중감소; 폐기능저하,열은 없는데 목이 부어서 너무 아파요.,,있음,symptom,1,0
C,eval_078,miss_all_gold|negative_hit|extraction_gold_mismatch,피로감,발한,피로감,20,발한; 열; 코막힘; 압통; 창백; 뇌압상승증상; 천식; 식욕부진; 근력 약화; 방사통; 운동 시 호흡곤란; 사래걸림; 눈의 충혈; 박동성 통증; 콧물; 폐기능저하; 복벽이 움푹 들어감; 의식 저하; 객혈; 경정맥 확장,식은땀은 멎었는데 자꾸 피곤해서 싶드래요.,,있음,symptom,1,0
C,eval_080,miss_all_gold|negative_hit|extraction_gold_mismatch,객혈,기침,객혈,20,가래; 기침; 검은색 가래; 거품이 섞인 가래; 화농성 객담; 구토; 결막염; 운동 시 호흡곤란; 천명음; 빈맥; 폐부종; 감기 증상; 체중감소; 빈호흡; 식욕부진; 가슴 답답; 콧물; 불안; 오한; 삼키기 곤란,기침은 줄었는데 가래에 피가 비쳐서 걱정돼 여쭤요.,,있음,symptom,1,0
C,eval_081,negative_hit|extraction_gold_mismatch,,발한,체중감소,20,발한; 체중감소; 열; 사망; 의식 저하; 질식; 빈혈; 화농성 객담; 식욕부진; 천식; 객혈; 코막힘; 경정맥 확장; 결막염; 눈의 충혈; 흉수; 압통; 복벽이 움푹 들어감; 방사통; 창백,식은땀은 멎었는데 살이 데우 빠졌어요.,,있음,symptom,1,0
C,eval_088,negative_hit|extraction_gold_mismatch,,기침,가래,20,가래; 검은색 가래; 기침; 거품이 섞인 가래; 화농성 객담; 천명음; 기운없음; 감기 증상; 구토; 운동 시 호흡곤란; 객혈; 결막염; 가슴 답답; 빈호흡; 빈맥; 식욕부진; 근력 약화; 삼키기 곤란; 호흡곤란; 폐부종,기침은 안 나는데 가래만 자꾸 나와요.,,있음,symptom,1,0
C,eval_089,negative_hit|extraction_gold_mismatch,,기침,천명음,20,기침; 목소리 변화; 천명음; 가슴 답답; 결막염; 가래; 흉통; 검은색 가래; 코막힘; 호흡곤란; 감기 증상; 운동 시 호흡곤란; 빈호흡; 화농성 객담; 삼키기 곤란; 콧물; 빈맥; 구토; 불안; 흉부압박감,기침은 잦아들었는데 숨 쉴때 쌕쌕 소리는 계속 나요.,,있음,symptom,1,0
C,eval_094,negative_hit|extraction_gold_mismatch,,기침,화농성 객담,20,화농성 객담; 가래; 검은색 가래; 기침; 거품이 섞인 가래; 구토; 운동 시 호흡곤란; 결막염; 오한; 빈맥; 천명음; 빈호흡; 체중감소; 가슴 답답; 두통; 감기 증상; 폐부종; 식욕부진; 호흡곤란; 삼키기 곤란,기침은 나아가는데 누런 가래가 새로 나와서 .,,있음,symptom,1,0
C,eval_097,negative_hit|extraction_gold_mismatch,,열,두통,20,열; 흉부압박감; 가슴 답답; 두통; 온몸이 떨림; 방사통; 가슴 두근거림; 무증상; 사래걸림; 기운없음; 눈의 충혈; 지남력 장애; 피부홍조; 목의 통증; 발한; 어지러움; 창백; 불안; 의식 저하; 곤봉지,열은 떨어졌는데 머리 지끈거리는 건 안주 그대로예요.,,있음,symptom,1,0
