variant,case_id,span_index,query,rank,candidate,slot_id,rank_score,bm25_score,vector_score,label_score,retrieval_branch,embedding_provider,embedding_model,score_mode,gate_decision,gate_reason,gate_support_score,gate_specificity_score,linker_decision,linker_reason,linker_selected,linker_scope
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,11,지남력 장애,symptom:78fcb0137a,0.0169,0.0,0.1793,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,12,검은색 가래,black_sputum,0.0167,0.0,0.1787,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,13,어지러움,symptom:9e9c6673c9,0.0164,0.0,0.1618,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,14,화농성 객담,purulent_sputum,0.0162,0.0,0.156,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,15,열,fever,0.0157,0.0,0.1514,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,16,감기 증상,symptom:cabd50b0e8,0.0155,0.0,0.1491,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,17,말초부종,symptom:331b559ac3,0.0153,0.0,0.148,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,18,코막힘,nasal_obstruction,0.0151,0.0,0.1436,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,19,식욕부진,symptom:8678ac0397,0.0149,0.0,0.1389,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_001,0,가만있어도 숨이 차서 데우 힘들어요.,20,기운없음,symptom:3a6b475b6a,0.0147,0.0,0.1381,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",1,사래걸림,symptom:92ca1277c1,0.0774,1.0,0.1643,0.0417,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",2,가래,sputum,0.0422,0.5632,0.218,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",3,검은색 가래,black_sputum,0.0408,0.2789,0.1874,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",4,기침,cough,0.0405,0.3232,0.1752,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",5,구토,vomiting,0.0391,0.1794,0.1746,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",6,객혈,hemoptysis,0.0372,0.1838,0.1411,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",7,운동 시 호흡곤란,symptom:a243309094,0.035,0.2225,0.1065,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",8,설사,symptom:9c88ae340b,0.0177,0.0,0.2073,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",9,천식,symptom:6a75325fe5,0.0172,0.0,0.182,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",10,사지 부종,limb_edema,0.0169,0.0,0.1778,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",11,결막염,symptom:7a281d2ec2,0.0162,0.0,0.1743,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",12,호기의 증가,symptom:0a6604a5d8,0.0159,0.0,0.1701,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",13,화농성 객담,purulent_sputum,0.0157,0.0,0.1687,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",14,저산소증,symptom:b3d40f3209,0.0156,0.2971,0.0691,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",15,무증상,symptom:e057a2105c,0.0153,0.0,0.1602,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",16,재채기,symptom:f0ff1b70a5,0.0151,0.0,0.1536,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",17,식욕부진,symptom:8678ac0397,0.0149,0.0,0.152,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",18,감기 증상,symptom:cabd50b0e8,0.0147,0.0,0.1484,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",19,사망,symptom:49570025c3,0.0145,0.0,0.1413,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_002,0,"약은 없고, 물만 마셔도 사래가 자주 걸려요.",20,체중감소,weight_loss,0.0141,0.0,0.1401,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,1,기침,cough,0.1082,0.1969,0.2416,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,2,구토,vomiting,0.0407,0.678,0.1683,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,3,기운없음,symptom:3a6b475b6a,0.0396,0.7377,0.1092,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,4,가슴 답답,chest_discomfort,0.0382,0.7087,0.1003,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,5,검은색 가래,black_sputum,0.0381,0.1227,0.1493,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,6,근력 약화,muscle_weakness,0.0381,0.7154,0.0979,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,7,운동 시 호흡곤란,symptom:a243309094,0.0367,0.1038,0.1313,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,8,삼키기 곤란,dysphagia,0.0366,0.8536,0.0839,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,9,천명음,wheezing,0.0366,0.1332,0.0981,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,10,체중감소,weight_loss,0.0361,0.1608,0.0884,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,11,화농성 객담,purulent_sputum,0.0359,0.0853,0.1232,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,12,콧물,rhinorrhea,0.035,0.7311,0.074,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,13,가래,sputum,0.0347,0.1154,0.0912,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,14,빈맥,symptom:920af2278a,0.034,0.1038,0.0927,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,15,결막염,symptom:7a281d2ec2,0.0339,1.0,0.053,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,16,불안,symptom:31e7e68566,0.0334,0.1124,0.0853,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,17,폐부종,symptom:2c8be00e20,0.0333,0.1233,0.0767,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,18,오한,chills,0.0326,0.1579,0.0623,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,19,식욕부진,symptom:8678ac0397,0.0323,0.1296,0.0667,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_003,0,기침이 안 멎어서 큰 병은 아닌지 궁금하드래요.,20,감기 증상,symptom:cabd50b0e8,0.0322,0.1167,0.0739,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,1,콧물,rhinorrhea,0.1094,0.1702,0.3964,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,2,재채기,symptom:f0ff1b70a5,0.0795,1.0,0.4606,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,3,결막염,symptom:7a281d2ec2,0.0408,0.1158,0.2089,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,4,코막힘,nasal_obstruction,0.0402,0.0859,0.2465,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,5,근육통,myalgia,0.0391,0.0957,0.1722,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,6,두통,headache,0.0385,0.1189,0.154,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,7,구토,vomiting,0.038,0.077,0.1639,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,8,오한,chills,0.0374,0.1085,0.1464,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,9,열,fever,0.0346,0.0487,0.1154,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,10,빈호흡,symptom:e3fb3f1d30,0.0345,0.1146,0.1046,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,11,체중감소,weight_loss,0.0169,0.0,0.2034,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,12,기침,cough,0.0167,0.0,0.197,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,13,폐부종,symptom:2c8be00e20,0.0164,0.0,0.1899,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,14,감기 증상,symptom:cabd50b0e8,0.0159,0.0,0.1688,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,15,창백,pallor,0.0157,0.0,0.1676,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,16,복벽이 움푹 들어감,symptom:4b1674fb28,0.0153,0.0,0.1555,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,17,흉곽 팽윤,symptom:3d0a98c718,0.0151,0.0,0.1553,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,18,설사,symptom:9c88ae340b,0.0149,0.0,0.1545,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,19,어지러움,symptom:9e9c6673c9,0.0145,0.0,0.1523,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_004,0,재채기는 멎었는데 콧물은 안주 나와요.,20,말초부종,symptom:331b559ac3,0.0141,0.0,0.1462,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,1,어지러움,symptom:9e9c6673c9,0.1096,1.0,0.1192,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,2,콧물,rhinorrhea,0.0389,0.0788,0.1043,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,3,가래,sputum,0.0388,0.091,0.0783,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,4,사망,symptom:49570025c3,0.0383,0.1999,0.0543,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,5,운동 시 호흡곤란,symptom:a243309094,0.0381,0.3921,0.0522,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,6,기침,cough,0.038,0.2385,0.0529,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,7,오한,chills,0.038,0.1103,0.0617,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,8,감기 증상,symptom:cabd50b0e8,0.0366,0.1019,0.0537,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,9,근육통,myalgia,0.0363,0.1885,0.0431,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,10,두통,headache,0.0357,0.1622,0.0394,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,11,천명음,wheezing,0.0339,0.0617,0.0393,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,12,결막염,symptom:7a281d2ec2,0.0338,0.1208,0.0232,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,13,객혈,hemoptysis,0.0318,0.0566,0.0178,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,14,폐부종,symptom:2c8be00e20,0.0315,0.0864,0.0053,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,15,반복되는 폐렴,symptom:ade69fdbb3,0.018,0.0,0.1359,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,16,검은색 가래,black_sputum,0.0175,0.0,0.1154,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,17,지남력 장애,symptom:78fcb0137a,0.0169,0.0,0.0995,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,18,눈이 무거운 느낌,symptom:b3dcf8a9c5,0.0164,0.0,0.0734,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,19,곤봉지,symptom:8436aac52b,0.0162,0.0,0.0732,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_005,0,지난번보다 어지러운 게 더 심해졌어요.,20,호기의 증가,symptom:0a6604a5d8,0.0159,0.0,0.0717,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,1,오한,chills,0.1088,0.6391,0.1934,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,2,기운없음,symptom:3a6b475b6a,0.0795,1.0,0.2485,0.0395,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,3,권태감,malaise,0.0411,0.4889,0.2391,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,4,두통,headache,0.0398,0.4892,0.1721,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,5,근육통,myalgia,0.0396,0.4754,0.1792,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,6,열,fever,0.038,0.2893,0.1312,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,7,재채기,symptom:f0ff1b70a5,0.038,0.4943,0.1195,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,8,객혈,hemoptysis,0.0366,0.2276,0.1244,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,9,가래,sputum,0.0344,0.2403,0.0938,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,10,구토,vomiting,0.033,0.2869,0.0813,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,11,빈호흡,symptom:e3fb3f1d30,0.0175,0.0,0.1981,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,12,감기 증상,symptom:cabd50b0e8,0.0169,0.0,0.1808,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,13,무증상,symptom:e057a2105c,0.0167,0.0,0.1808,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
C,eval_006,0,오한은 가셨는데 안주 기운이 하나도 없어요.,14,빈맥,symptom:920af2278a,0.0159,0.0,0.1389,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
